set VERT :=	GDY	SLU	GDA	KOS	ELB	OLS	GRU	SZC	PIL	BIA	BYD	TOR	GOR	WLO	PLO	POZ	WAR	KON	SIE	ZIE;

set ARCS :=	GDY_SLU	SLU_GDY	GDY_GDA	GDA_GDY	SLU_KOS	KOS_SLU	GDA_ELB	ELB_GDA	ELB_OLS	OLS_ELB	ELB_GRU	GRU_ELB	KOS_SZC	SZC_KOS	KOS_PIL	PIL_KOS	OLS_BIA	BIA_OLS	GRU_BYD	BYD_GRU	BYD_TOR	TOR_BYD	SZC_GOR	GOR_SZC	TOR_WLO	WLO_TOR	WLO_PLO	PLO_WLO	PIL_POZ	POZ_PIL	PLO_WAR	WAR_PLO	WLO_KON	KON_WLO	WAR_SIE	SIE_WAR	GOR_ZIE	ZIE_GOR	KOS_BYD	BYD_KOS	GOR_PIL	PIL_GOR	ZIE_WAR	WAR_ZIE	OLS_WLO	WLO_OLS	BIA_PLO	PLO_BIA	POZ_BYD	BYD_POZ;

set STREAMS :=	GDY_SLU	GDY_GDA	GDY_KOS	GDY_ELB	GDY_OLS	GDY_GRU	GDY_SZC	GDY_PIL	GDY_BIA	GDY_BYD	GDY_TOR	GDY_GOR	GDY_WLO	GDY_PLO	GDY_POZ	GDY_WAR	GDY_KON	GDY_SIE	GDY_ZIE	SLU_GDA	SLU_KOS	SLU_ELB	SLU_OLS	SLU_GRU	SLU_SZC	SLU_PIL	SLU_BIA	SLU_BYD	SLU_TOR	SLU_GOR	SLU_WLO	SLU_PLO	SLU_POZ	SLU_WAR	SLU_KON	SLU_SIE	SLU_ZIE	GDA_KOS	GDA_ELB	GDA_OLS	GDA_GRU	GDA_SZC	GDA_PIL	GDA_BIA	GDA_BYD	GDA_TOR	GDA_GOR	GDA_WLO	GDA_PLO	GDA_POZ	GDA_WAR	GDA_KON	GDA_SIE	GDA_ZIE	KOS_ELB	KOS_OLS	KOS_GRU	KOS_SZC	KOS_PIL	KOS_BIA	KOS_BYD	KOS_TOR	KOS_GOR	KOS_WLO	KOS_PLO	KOS_POZ	KOS_WAR	KOS_KON	KOS_SIE	KOS_ZIE	ELB_OLS	ELB_GRU	ELB_SZC	ELB_PIL	ELB_BIA	ELB_BYD	ELB_TOR	ELB_GOR	ELB_WLO	ELB_PLO	ELB_POZ	ELB_WAR	ELB_KON	ELB_SIE	ELB_ZIE	OLS_GRU	OLS_SZC	OLS_PIL	OLS_BIA	OLS_BYD	OLS_TOR	OLS_GOR	OLS_WLO	OLS_PLO	OLS_POZ	OLS_WAR	OLS_KON	OLS_SIE	OLS_ZIE	GRU_SZC	GRU_PIL	GRU_BIA	GRU_BYD	GRU_TOR	GRU_GOR	GRU_WLO	GRU_PLO	GRU_POZ	GRU_WAR	GRU_KON	GRU_SIE	GRU_ZIE	SZC_PIL	SZC_BIA	SZC_BYD	SZC_TOR	SZC_GOR	SZC_WLO	SZC_PLO	SZC_POZ	SZC_WAR	SZC_KON	SZC_SIE	SZC_ZIE	PIL_BIA	PIL_BYD	PIL_TOR	PIL_GOR	PIL_WLO	PIL_PLO	PIL_POZ	PIL_WAR	PIL_KON	PIL_SIE	PIL_ZIE	BIA_BYD	BIA_TOR	BIA_GOR	BIA_WLO	BIA_PLO	BIA_POZ	BIA_WAR	BIA_KON	BIA_SIE	BIA_ZIE	BYD_TOR	BYD_GOR	BYD_WLO	BYD_PLO	BYD_POZ	BYD_WAR	BYD_KON	BYD_SIE	BYD_ZIE	TOR_GOR	TOR_WLO	TOR_PLO	TOR_POZ	TOR_WAR	TOR_KON	TOR_SIE	TOR_ZIE	GOR_WLO	GOR_PLO	GOR_POZ	GOR_WAR	GOR_KON	GOR_SIE	GOR_ZIE	WLO_PLO	WLO_POZ	WLO_WAR	WLO_KON	WLO_SIE	WLO_ZIE	PLO_POZ	PLO_WAR	PLO_KON	PLO_SIE	PLO_ZIE	POZ_WAR	POZ_KON	POZ_SIE	POZ_ZIE	WAR_KON	WAR_SIE	WAR_ZIE	KON_SIE	KON_ZIE	SIE_ZIE;

set VEHICLES :=	RENAULT	FIAT	TIR;

set DIM :=	M	V;

set LOG_FUN :=	NONE	WER	PER;

set DELAYS :=	D3	D2	D1	D0;

;

set ARCSE[GDY] := SLU_GDY GDA_GDY;
set ARCSE[SLU] := GDY_SLU KOS_SLU;
set ARCSE[GDA] := GDY_GDA ELB_GDA;
set ARCSE[KOS] := SLU_KOS SZC_KOS PIL_KOS BYD_KOS;
set ARCSE[ELB] := GDA_ELB OLS_ELB GRU_ELB;
set ARCSE[OLS] := ELB_OLS BIA_OLS WLO_OLS;
set ARCSE[GRU] := ELB_GRU BYD_GRU;
set ARCSE[SZC] := KOS_SZC GOR_SZC;
set ARCSE[PIL] := KOS_PIL POZ_PIL GOR_PIL;
set ARCSE[BIA] := OLS_BIA PLO_BIA;
set ARCSE[BYD] := GRU_BYD TOR_BYD KOS_BYD POZ_BYD;
set ARCSE[TOR] := BYD_TOR WLO_TOR;
set ARCSE[GOR] := SZC_GOR ZIE_GOR PIL_GOR;
set ARCSE[WLO] := TOR_WLO PLO_WLO KON_WLO OLS_WLO;
set ARCSE[PLO] := WLO_PLO WAR_PLO BIA_PLO;
set ARCSE[POZ] := PIL_POZ BYD_POZ;
set ARCSE[WAR] := PLO_WAR SIE_WAR ZIE_WAR;
set ARCSE[KON] := WLO_KON;
set ARCSE[SIE] := WAR_SIE;
set ARCSE[ZIE] := GOR_ZIE WAR_ZIE;

set ARCSL[GDY] := GDY_SLU GDY_GDA;
set ARCSL[SLU] := SLU_GDY SLU_KOS;
set ARCSL[GDA] := GDA_GDY GDA_ELB;
set ARCSL[KOS] := KOS_SLU KOS_SZC KOS_PIL KOS_BYD;
set ARCSL[ELB] := ELB_GDA ELB_OLS ELB_GRU;
set ARCSL[OLS] := OLS_ELB OLS_BIA OLS_WLO;
set ARCSL[GRU] := GRU_ELB GRU_BYD;
set ARCSL[SZC] := SZC_KOS SZC_GOR;
set ARCSL[PIL] := PIL_KOS PIL_POZ PIL_GOR;
set ARCSL[BIA] := BIA_OLS BIA_PLO;
set ARCSL[BYD] := BYD_GRU BYD_TOR BYD_KOS BYD_POZ;
set ARCSL[TOR] := TOR_BYD TOR_WLO;
set ARCSL[GOR] := GOR_SZC GOR_ZIE GOR_PIL;
set ARCSL[WLO] := WLO_TOR WLO_PLO WLO_KON WLO_OLS;
set ARCSL[PLO] := PLO_WLO PLO_WAR PLO_BIA;
set ARCSL[POZ] := POZ_PIL POZ_BYD;
set ARCSL[WAR] := WAR_PLO WAR_SIE WAR_ZIE;
set ARCSL[KON] := KON_WLO;
set ARCSL[SIE] := SIE_WAR;
set ARCSL[ZIE] := ZIE_GOR ZIE_WAR;

set ARCS_VEHICLE[RENAULT] := GDY_SLU SLU_GDY GDY_GDA GDA_GDY SLU_KOS KOS_SLU GDA_ELB ELB_GDA ELB_OLS OLS_ELB ELB_GRU GRU_ELB KOS_SZC SZC_KOS KOS_PIL PIL_KOS OLS_BIA BIA_OLS GRU_BYD BYD_GRU BYD_TOR TOR_BYD SZC_GOR GOR_SZC TOR_WLO WLO_TOR WLO_PLO PLO_WLO PIL_POZ POZ_PIL PLO_WAR WAR_PLO WLO_KON KON_WLO WAR_SIE SIE_WAR GOR_ZIE ZIE_GOR KOS_BYD BYD_KOS GOR_PIL PIL_GOR ZIE_WAR WAR_ZIE OLS_WLO WLO_OLS BIA_PLO PLO_BIA POZ_BYD BYD_POZ;
set ARCS_VEHICLE[FIAT] := GDY_SLU SLU_GDY GDY_GDA GDA_GDY SLU_KOS KOS_SLU GDA_ELB ELB_GDA ELB_OLS OLS_ELB ELB_GRU GRU_ELB KOS_SZC SZC_KOS KOS_PIL PIL_KOS OLS_BIA BIA_OLS GRU_BYD BYD_GRU BYD_TOR TOR_BYD SZC_GOR GOR_SZC TOR_WLO WLO_TOR WLO_PLO PLO_WLO PIL_POZ POZ_PIL PLO_WAR WAR_PLO WLO_KON KON_WLO WAR_SIE SIE_WAR GOR_ZIE ZIE_GOR KOS_BYD BYD_KOS GOR_PIL PIL_GOR ZIE_WAR WAR_ZIE OLS_WLO WLO_OLS BIA_PLO PLO_BIA POZ_BYD BYD_POZ;
set ARCS_VEHICLE[TIR] := GDY_SLU SLU_GDY GDY_GDA GDA_GDY SLU_KOS KOS_SLU GDA_ELB ELB_GDA ELB_OLS OLS_ELB ELB_GRU GRU_ELB KOS_SZC SZC_KOS KOS_PIL PIL_KOS OLS_BIA BIA_OLS GRU_BYD BYD_GRU BYD_TOR TOR_BYD SZC_GOR GOR_SZC TOR_WLO WLO_TOR WLO_PLO PLO_WLO PIL_POZ POZ_PIL PLO_WAR WAR_PLO WLO_KON KON_WLO WAR_SIE SIE_WAR GOR_ZIE ZIE_GOR KOS_BYD BYD_KOS GOR_PIL PIL_GOR ZIE_WAR WAR_ZIE OLS_WLO WLO_OLS BIA_PLO PLO_BIA POZ_BYD BYD_POZ;

set VEHICLE_ALLOWED[GDY] := RENAULT FIAT TIR;
set VEHICLE_ALLOWED[SLU] := RENAULT FIAT TIR;
set VEHICLE_ALLOWED[GDA] := RENAULT FIAT TIR;
set VEHICLE_ALLOWED[KOS] := RENAULT FIAT TIR;
set VEHICLE_ALLOWED[ELB] := RENAULT FIAT TIR;
set VEHICLE_ALLOWED[OLS] := RENAULT FIAT TIR;
set VEHICLE_ALLOWED[GRU] := RENAULT FIAT TIR;
set VEHICLE_ALLOWED[SZC] := RENAULT FIAT TIR;
set VEHICLE_ALLOWED[PIL] := RENAULT FIAT TIR;
set VEHICLE_ALLOWED[BIA] := RENAULT FIAT TIR;
set VEHICLE_ALLOWED[BYD] := RENAULT FIAT TIR;
set VEHICLE_ALLOWED[TOR] := RENAULT FIAT TIR;
set VEHICLE_ALLOWED[GOR] := RENAULT FIAT TIR;
set VEHICLE_ALLOWED[WLO] := RENAULT FIAT TIR;
set VEHICLE_ALLOWED[PLO] := RENAULT FIAT TIR;
set VEHICLE_ALLOWED[POZ] := RENAULT FIAT TIR;
set VEHICLE_ALLOWED[WAR] := RENAULT FIAT TIR;
set VEHICLE_ALLOWED[KON] := RENAULT FIAT TIR;
set VEHICLE_ALLOWED[SIE] := RENAULT FIAT TIR;
set VEHICLE_ALLOWED[ZIE] := RENAULT FIAT TIR;

param stream_size :	M	V	:=
		GDY_SLU	6.79612	6.79612
		GDY_GDA	6.79612	6.79612
		GDY_KOS	5.82524	5.82524
		GDY_ELB	4.85437	4.85437
		GDY_OLS	10.6796	10.6796
		GDY_GRU	8.73786	8.73786
		GDY_SZC	6.79612	6.79612
		GDY_PIL	10.6796	10.6796
		GDY_BIA	7.76699	7.76699
		GDY_BYD	12.6214	12.6214
		GDY_TOR	13.5922	13.5922
		GDY_GOR	7.76699	7.76699
		GDY_WLO	9.70874	9.70874
		GDY_PLO	8.73786	8.73786
		GDY_POZ	8.73786	8.73786
		GDY_WAR	8.73786	8.73786
		GDY_KON	10.6796	10.6796
		GDY_SIE	12.6214	12.6214
		GDY_ZIE	11.6505	11.6505
		SLU_GDA	13.5922	13.5922
		SLU_KOS	4.85437	4.85437
		SLU_ELB	12.6214	12.6214
		SLU_OLS	4.85437	4.85437
		SLU_GRU	13.5922	13.5922
		SLU_SZC	8.73786	8.73786
		SLU_PIL	11.6505	11.6505
		SLU_BIA	11.6505	11.6505
		SLU_BYD	12.6214	12.6214
		SLU_TOR	7.76699	7.76699
		SLU_GOR	8.73786	8.73786
		SLU_WLO	11.6505	11.6505
		SLU_PLO	7.76699	7.76699
		SLU_POZ	6.79612	6.79612
		SLU_WAR	9.70874	9.70874
		SLU_KON	6.79612	6.79612
		SLU_SIE	11.6505	11.6505
		SLU_ZIE	5.82524	5.82524
		GDA_KOS	11.6505	11.6505
		GDA_ELB	10.6796	10.6796
		GDA_OLS	5.82524	5.82524
		GDA_GRU	6.79612	6.79612
		GDA_SZC	10.6796	10.6796
		GDA_PIL	13.5922	13.5922
		GDA_BIA	10.6796	10.6796
		GDA_BYD	7.76699	7.76699
		GDA_TOR	7.76699	7.76699
		GDA_GOR	10.6796	10.6796
		GDA_WLO	9.70874	9.70874
		GDA_PLO	12.6214	12.6214
		GDA_POZ	8.73786	8.73786
		GDA_WAR	4.85437	4.85437
		GDA_KON	7.76699	7.76699
		GDA_SIE	7.76699	7.76699
		GDA_ZIE	9.70874	9.70874
		KOS_ELB	8.73786	8.73786
		KOS_OLS	10.6796	10.6796
		KOS_GRU	5.82524	5.82524
		KOS_SZC	12.6214	12.6214
		KOS_PIL	9.70874	9.70874
		KOS_BIA	10.6796	10.6796
		KOS_BYD	8.73786	8.73786
		KOS_TOR	6.79612	6.79612
		KOS_GOR	8.73786	8.73786
		KOS_WLO	9.70874	9.70874
		KOS_PLO	6.79612	6.79612
		KOS_POZ	10.6796	10.6796
		KOS_WAR	6.79612	6.79612
		KOS_KON	13.5922	13.5922
		KOS_SIE	4.85437	4.85437
		KOS_ZIE	9.70874	9.70874
		ELB_OLS	13.5922	13.5922
		ELB_GRU	13.5922	13.5922
		ELB_SZC	10.6796	10.6796
		ELB_PIL	8.73786	8.73786
		ELB_BIA	5.82524	5.82524
		ELB_BYD	12.6214	12.6214
		ELB_TOR	12.6214	12.6214
		ELB_GOR	13.5922	13.5922
		ELB_WLO	9.70874	9.70874
		ELB_PLO	6.79612	6.79612
		ELB_POZ	7.76699	7.76699
		ELB_WAR	12.6214	12.6214
		ELB_KON	9.70874	9.70874
		ELB_SIE	5.82524	5.82524
		ELB_ZIE	11.6505	11.6505
		OLS_GRU	5.82524	5.82524
		OLS_SZC	7.76699	7.76699
		OLS_PIL	12.6214	12.6214
		OLS_BIA	8.73786	8.73786
		OLS_BYD	11.6505	11.6505
		OLS_TOR	12.6214	12.6214
		OLS_GOR	9.70874	9.70874
		OLS_WLO	4.85437	4.85437
		OLS_PLO	4.85437	4.85437
		OLS_POZ	13.5922	13.5922
		OLS_WAR	7.76699	7.76699
		OLS_KON	8.73786	8.73786
		OLS_SIE	12.6214	12.6214
		OLS_ZIE	6.79612	6.79612
		GRU_SZC	9.70874	9.70874
		GRU_PIL	10.6796	10.6796
		GRU_BIA	8.73786	8.73786
		GRU_BYD	10.6796	10.6796
		GRU_TOR	12.6214	12.6214
		GRU_GOR	10.6796	10.6796
		GRU_WLO	4.85437	4.85437
		GRU_PLO	11.6505	11.6505
		GRU_POZ	6.79612	6.79612
		GRU_WAR	11.6505	11.6505
		GRU_KON	5.82524	5.82524
		GRU_SIE	11.6505	11.6505
		GRU_ZIE	8.73786	8.73786
		SZC_PIL	8.73786	8.73786
		SZC_BIA	11.6505	11.6505
		SZC_BYD	8.73786	8.73786
		SZC_TOR	9.70874	9.70874
		SZC_GOR	4.85437	4.85437
		SZC_WLO	5.82524	5.82524
		SZC_PLO	8.73786	8.73786
		SZC_POZ	10.6796	10.6796
		SZC_WAR	4.85437	4.85437
		SZC_KON	12.6214	12.6214
		SZC_SIE	13.5922	13.5922
		SZC_ZIE	12.6214	12.6214
		PIL_BIA	8.73786	8.73786
		PIL_BYD	7.76699	7.76699
		PIL_TOR	13.5922	13.5922
		PIL_GOR	5.82524	5.82524
		PIL_WLO	7.76699	7.76699
		PIL_PLO	9.70874	9.70874
		PIL_POZ	12.6214	12.6214
		PIL_WAR	11.6505	11.6505
		PIL_KON	12.6214	12.6214
		PIL_SIE	7.76699	7.76699
		PIL_ZIE	10.6796	10.6796
		BIA_BYD	12.6214	12.6214
		BIA_TOR	10.6796	10.6796
		BIA_GOR	4.85437	4.85437
		BIA_WLO	6.79612	6.79612
		BIA_PLO	10.6796	10.6796
		BIA_POZ	12.6214	12.6214
		BIA_WAR	9.70874	9.70874
		BIA_KON	12.6214	12.6214
		BIA_SIE	12.6214	12.6214
		BIA_ZIE	4.85437	4.85437
		BYD_TOR	9.70874	9.70874
		BYD_GOR	6.79612	6.79612
		BYD_WLO	10.6796	10.6796
		BYD_PLO	5.82524	5.82524
		BYD_POZ	9.70874	9.70874
		BYD_WAR	4.85437	4.85437
		BYD_KON	5.82524	5.82524
		BYD_SIE	6.79612	6.79612
		BYD_ZIE	10.6796	10.6796
		TOR_GOR	4.85437	4.85437
		TOR_WLO	11.6505	11.6505
		TOR_PLO	5.82524	5.82524
		TOR_POZ	9.70874	9.70874
		TOR_WAR	8.73786	8.73786
		TOR_KON	9.70874	9.70874
		TOR_SIE	10.6796	10.6796
		TOR_ZIE	6.79612	6.79612
		GOR_WLO	11.6505	11.6505
		GOR_PLO	7.76699	7.76699
		GOR_POZ	4.85437	4.85437
		GOR_WAR	5.82524	5.82524
		GOR_KON	7.76699	7.76699
		GOR_SIE	10.6796	10.6796
		GOR_ZIE	6.79612	6.79612
		WLO_PLO	5.82524	5.82524
		WLO_POZ	6.79612	6.79612
		WLO_WAR	6.79612	6.79612
		WLO_KON	10.6796	10.6796
		WLO_SIE	9.70874	9.70874
		WLO_ZIE	10.6796	10.6796
		PLO_POZ	13.5922	13.5922
		PLO_WAR	11.6505	11.6505
		PLO_KON	5.82524	5.82524
		PLO_SIE	7.76699	7.76699
		PLO_ZIE	8.73786	8.73786
		POZ_WAR	11.6505	11.6505
		POZ_KON	11.6505	11.6505
		POZ_SIE	7.76699	7.76699
		POZ_ZIE	12.6214	12.6214
		WAR_KON	13.5922	13.5922
		WAR_SIE	12.6214	12.6214
		WAR_ZIE	9.70874	9.70874
		KON_SIE	10.6796	10.6796
		KON_ZIE	4.85437	4.85437
		SIE_ZIE	7.76699	7.76699
;

param source :=
	GDY_SLU	GDY
	GDY_GDA	GDY
	GDY_KOS	GDY
	GDY_ELB	GDY
	GDY_OLS	GDY
	GDY_GRU	GDY
	GDY_SZC	GDY
	GDY_PIL	GDY
	GDY_BIA	GDY
	GDY_BYD	GDY
	GDY_TOR	GDY
	GDY_GOR	GDY
	GDY_WLO	GDY
	GDY_PLO	GDY
	GDY_POZ	GDY
	GDY_WAR	GDY
	GDY_KON	GDY
	GDY_SIE	GDY
	GDY_ZIE	GDY
	SLU_GDA	SLU
	SLU_KOS	SLU
	SLU_ELB	SLU
	SLU_OLS	SLU
	SLU_GRU	SLU
	SLU_SZC	SLU
	SLU_PIL	SLU
	SLU_BIA	SLU
	SLU_BYD	SLU
	SLU_TOR	SLU
	SLU_GOR	SLU
	SLU_WLO	SLU
	SLU_PLO	SLU
	SLU_POZ	SLU
	SLU_WAR	SLU
	SLU_KON	SLU
	SLU_SIE	SLU
	SLU_ZIE	SLU
	GDA_KOS	GDA
	GDA_ELB	GDA
	GDA_OLS	GDA
	GDA_GRU	GDA
	GDA_SZC	GDA
	GDA_PIL	GDA
	GDA_BIA	GDA
	GDA_BYD	GDA
	GDA_TOR	GDA
	GDA_GOR	GDA
	GDA_WLO	GDA
	GDA_PLO	GDA
	GDA_POZ	GDA
	GDA_WAR	GDA
	GDA_KON	GDA
	GDA_SIE	GDA
	GDA_ZIE	GDA
	KOS_ELB	KOS
	KOS_OLS	KOS
	KOS_GRU	KOS
	KOS_SZC	KOS
	KOS_PIL	KOS
	KOS_BIA	KOS
	KOS_BYD	KOS
	KOS_TOR	KOS
	KOS_GOR	KOS
	KOS_WLO	KOS
	KOS_PLO	KOS
	KOS_POZ	KOS
	KOS_WAR	KOS
	KOS_KON	KOS
	KOS_SIE	KOS
	KOS_ZIE	KOS
	ELB_OLS	ELB
	ELB_GRU	ELB
	ELB_SZC	ELB
	ELB_PIL	ELB
	ELB_BIA	ELB
	ELB_BYD	ELB
	ELB_TOR	ELB
	ELB_GOR	ELB
	ELB_WLO	ELB
	ELB_PLO	ELB
	ELB_POZ	ELB
	ELB_WAR	ELB
	ELB_KON	ELB
	ELB_SIE	ELB
	ELB_ZIE	ELB
	OLS_GRU	OLS
	OLS_SZC	OLS
	OLS_PIL	OLS
	OLS_BIA	OLS
	OLS_BYD	OLS
	OLS_TOR	OLS
	OLS_GOR	OLS
	OLS_WLO	OLS
	OLS_PLO	OLS
	OLS_POZ	OLS
	OLS_WAR	OLS
	OLS_KON	OLS
	OLS_SIE	OLS
	OLS_ZIE	OLS
	GRU_SZC	GRU
	GRU_PIL	GRU
	GRU_BIA	GRU
	GRU_BYD	GRU
	GRU_TOR	GRU
	GRU_GOR	GRU
	GRU_WLO	GRU
	GRU_PLO	GRU
	GRU_POZ	GRU
	GRU_WAR	GRU
	GRU_KON	GRU
	GRU_SIE	GRU
	GRU_ZIE	GRU
	SZC_PIL	SZC
	SZC_BIA	SZC
	SZC_BYD	SZC
	SZC_TOR	SZC
	SZC_GOR	SZC
	SZC_WLO	SZC
	SZC_PLO	SZC
	SZC_POZ	SZC
